norm
0.103865346
0.006355035
0.69750706
0.009190439
0.64365172
0.003134111
0.021333565
0.117755872
0.011345269
0.008253876
0.020830917
0.00299204
0.041026901
0.505817796
0.09561987
0.001756956
0.000390403
0.000392145
0.001048801
0.000646995
0.000568673
0.00050129
0.000235562
0.001505248
0.00129564
0
0.000643848
0.000457527
0.000257086
0.000436012
0.001351817
0.000135416
0.001118031
0.000411875
0.00036743
0.00081298
0.000447183
0.000384536
0.002214991
0.003579178
0.001625835
0.002819744
0.001596419
0.005492353
0.011609907
0.006017089
0.002638956
0.049620006
0.022751701
0.016281073
0.002030439
0.008559607
0.017090815
0.011546734
0.005301031
0.003457836
0.00309054
0.00208291
1
0.00410463
0.714424998
0.010485509
0.002959895
0.010698611
0.003920373
0.003603489
0.002369921
0.002444941
0.01217918
0.163871115
0.00414854
0.164331104
0.117957718
0.004322128
0.022863795
0.005485891
0.005485891
0.579929063
0.085425903
0.001850277
0.003286321
0.001856589
0.001308634
0.001203903
0.004074479
0.000707632
0.001405055
0.002298671
0.003765862
0.00316014
0.099561379
0.013321558
0.004266195
0.002468228
0.003295269
0.00391763
0.037803503
0.005763741
0.003927735
0.002917486
0.006836086
0.00674279
0.021461044
0.000177155
0.000460953
0.018942073
0.000448829
0.001230465
0.00054202
0.001214552
0.001220421
0.814032754
0.012926358
0.260442346
0.001364409
0.022517429
0.043312007
0.008679063
0.012899968
0.012466255
0.595003441
0.009199981
0.130519092
0.04095079
0.011334922
0.01542097
0.020678731
0.031222638
0.012418072
0.486633048
0.012231294
